FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,etab_adr,ouverture_jour,organisme,geometry
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3de7,Maritime,Avé,Avé 1,Kévé,Keve vogancope,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",FAPV,"MULTIPOLYGON (((1.0315376399628242 6.464629891077268, 1.031952336987487 6.464277998842111, 1.032598236778113 6.464750227225846, 1.0332973499037617 6.465041951103533, 1.0333010197889356 6.465247980990738, 1.0330019241472537 6.465785846229785, 1.0328477889699452 6.4657730833324365, 1.0324625416659792 6.465525115867739, 1.0315376399628242 6.464629891077268)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3de6,Maritime,Avé,Avé 1,Kévé,Keve,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",LORENOVICH INTERNATIONAL,"MULTIPOLYGON (((1.0191916666666667 6.4636000000000005, 1.0184266666666666 6.463236666666668, 1.0187866666666667 6.462558333333334, 1.0195733333333334 6.462948333333332, 1.019192876054497 6.4635977831529345, 1.0191916666666667 6.4636000000000005)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3de5,Maritime,Avé,Avé 1,Assahoun,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((0.9091987755001456 6.471236061937484, 0.9091464723211685 6.471447939310089, 0.9090110204986891 6.471639828174623, 0.9088849564262825 6.471707788796663, 0.9086234405313967 6.471670477083734, 0.9087521868181095 6.471613176947795, 0.9089158018908073 6.471501241779772, 0.9090405248560608 6.471224068876001, 0.9091424489997084 6.471192087377316, 0.9091987755001456 6.471236061937484)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3de4,Maritime,Vo,Vo 1,Vogan,Rue légbanou,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",FERME DOKOE,"MULTIPOLYGON (((1.533303786727484 6.364426204034193, 1.5332124757266725 6.364433735008852, 1.533203761398794 6.364484192536221, 1.5331802706019049 6.364525989439463, 1.5331988359091238 6.364574940763267, 1.5333011345407381 6.3645854841247065, 1.533327277524373 6.364495112448204, 1.533303786727484 6.364426204034193)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3de3,Maritime,Vo,Vo 1,Vogan,Non loin de la nationale 34,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Informel,"MULTIPOLYGON (((1.5527386421357192 6.334113832420571, 1.5527368210678594 6.334203726648155, 1.5527665651762392 6.334203726648155, 1.5527702073119591 6.334113832420572, 1.5527386421357192 6.334113832420571)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3de2,Maritime,Vo,Vo 1,Vo-Koutimé,Caf de koutime près du lycée de koutime,"{Dimanche,Samedi,Jeudi,Mercredi,Vendredi,Mardi,Lundi}",Nsp,"MULTIPOLYGON (((1.5576528506152252 6.356080838785726, 1.5574262951140754 6.35593319097386, 1.557585998172263 6.355704336781713, 1.5578175057062258 6.355863058248378, 1.5576528506152252 6.356080838785726)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3de1,Maritime,Vo,Vo 2,Togoville,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Public,"MULTIPOLYGON (((1.4797281033778935 6.228956350207656, 1.4812627852434777 6.229167752681937, 1.4814860761384703 6.227779541544887, 1.4797777235767804 6.227737260945039, 1.4797281033778935 6.228956350207656)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3de0,Maritime,Vo,Vo 2,Togoville,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",PASA,"MULTIPOLYGON (((1.5139804416431157 6.233079056952965, 1.5142754629938504 6.233167625023859, 1.514349008202367 6.232871005482323, 1.5140758402850203 6.232813352650559, 1.5139804416431157 6.233079056952965)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3ddf,Maritime,Vo,Vo 2,Togoville,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.512829050404777 6.232590356638424, 1.5128459059287025 6.232058356632708, 1.5134316353851243 6.232087679481714, 1.513402138218254 6.2326825140649085, 1.512829050404777 6.232590356638424)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dde,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Masseda zogble,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Coopérative LAMESSE,"MULTIPOLYGON (((1.6853272795669076 6.454860479136679, 1.6853002285282486 6.45439815058153, 1.6856437767192127 6.454383366812627, 1.6856762379656032 6.454841663447904, 1.6853272795669076 6.454860479136679)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3ddd,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Masseda,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}","Corps de la paix, PASA","MULTIPOLYGON (((1.6795449999999996 6.456451666666667, 1.6795383333333334 6.456148333333334, 1.6791300000000002 6.456261666666667, 1.6791766666666665 6.456536666666667, 1.6795449999999996 6.456451666666667)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3ddc,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Bp 04 anfoin,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Néant,"MULTIPOLYGON (((1.6392593706364644 6.370854424988604, 1.6394438865391274 6.371253603999065, 1.6397994171808443 6.371033328785192, 1.6395811483691578 6.370652039993524, 1.6392593706364644 6.370854424988604)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3ddb,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Goudjokope,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.6587224168084262 6.4445824187271175, 1.659274448363174 6.444585626582093, 1.6592889755093516 6.443891125506217, 1.6587288733178382 6.443913580521236, 1.6587224168084262 6.4445824187271175)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dda,Maritime,Bas-Mono,Bas-Mono 2,Hompou,Toulassi condji,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.6684123391223251 6.4046366774220145, 1.6686000975558604 6.405256056277955, 1.6680545982016246 6.405402896431264, 1.6684123391223251 6.4046366774220145)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dd9,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Hontowou,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Coopérative,"MULTIPOLYGON (((1.682052650627448 6.530916851172504, 1.6822575835242333 6.530916851172504, 1.6823304485542014 6.530860294777456, 1.6825649828694116 6.531007341391291, 1.6825672599015982 6.531145338943437, 1.6826720033821776 6.5311815350163895, 1.6828017942168079 6.530477973379301, 1.6826310168028202 6.5303739095162205, 1.6821277926896034 6.530168043984216, 1.682052650627448 6.530916851172504)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dd8,Maritime,Bas-Mono,Bas-Mono 2,Agbétiko,Lotame,"{Lundi,Mercredi,Vendredi,Dimanche}",Néant,"MULTIPOLYGON (((1.7043742760279796 6.495827622382844, 1.7047127189210358 6.495937492806885, 1.705096957717113 6.496011849544895, 1.705327054205461 6.495852038034705, 1.7052220587204863 6.495626748111215, 1.7050667994395137 6.49545361884039, 1.7043921475998902 6.49566115199768, 1.7043742760279796 6.495827622382844)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dd7,Maritime,Vo,Vo 3,Dzrékpo,Badjenope,"{Lundi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",AGAYIB,"MULTIPOLYGON (((1.5595620066919942 6.410380039267315, 1.5603470706047322 6.408970640639664, 1.5583561176923328 6.409027870275019, 1.5584959780208902 6.410262393702925, 1.5595620066919942 6.410380039267315)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dd6,Centrale,Tchamba,Tchamba 3,Goubi,92307240,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Néant,"MULTIPOLYGON (((1.4686690474469366 8.707954471827378, 1.4693426663052327 8.705623975669514, 1.464076191594915 8.704594920798163, 1.4634638108146456 8.70713728651565, 1.4686690474469366 8.707954471827378)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dd5,Maritime,Golfe,Golfe 4,Amoutivé,Nyekonakpoé,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Privé,"MULTIPOLYGON (((1.2055188384086557 6.133920429054171, 1.205787679208428 6.1339780371649155, 1.2058456190359652 6.13365312733885, 1.2055675078637869 6.133602432170827, 1.2055188384086557 6.133920429054171)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dd4,Maritime,Golfe,Golfe 6,Baguida,Maya kope,"{Jeudi,Dimanche,Samedi,Vendredi,Mercredi,Mardi,Lundi}",Privé,"MULTIPOLYGON (((1.3088766227022488 6.182540133683309, 1.3088142399237952 6.183108649581761, 1.3082371992230986 6.183005283100224, 1.3083411705205215 6.182467777070579, 1.3088766227022488 6.182540133683309)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dd3,Maritime,Golfe,Golfe 6,Baguida,Pas d'interlocuteur car le propriétaire est décédé,"{Dimanche,Samedi,Jeudi,Mercredi,Vendredi,Mardi,Lundi}",Nsp,"MULTIPOLYGON (((1.3491772099849362 6.197564419233056, 1.349200982215527 6.197228826336292, 1.3491867188771725 6.1968317865771585, 1.3491581922004634 6.19650564655153, 1.3493198433684825 6.196458379864426, 1.3496574090428748 6.196562366570467, 1.3498713591181941 6.196557639902454, 1.3499331669177308 6.196935773209617, 1.3499807113789128 6.197380079499282, 1.3500235013939765 6.197800752130858, 1.3500282558400947 6.198112711393862, 1.3495290389976835 6.198150524625327, 1.3491772099849362 6.197564419233056)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dd2,Maritime,Golfe,Golfe 6,Baguida,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Privé,"MULTIPOLYGON (((1.3221462351792599 6.181940614711671, 1.3227445050485762 6.182057472072726, 1.3226929983710856 6.182410670007063, 1.3221140852896722 6.182305227209898, 1.322085587147586 6.182301449555938, 1.3221462351792599 6.181940614711671)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dd1,Maritime,Golfe,Golfe 6,Baguida,Kangni cope,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Privé,"MULTIPOLYGON (((1.2981892130408226 6.1804735097723595, 1.2990879549676435 6.180591404519143, 1.299081713704263 6.1791766658240554, 1.298682272847898 6.179046360754018, 1.298264108201391 6.179083590777301, 1.2981892130408226 6.1804735097723595)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dd0,Maritime,Golfe,Golfe 6,Baguida,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",LOFTY SARL,"MULTIPOLYGON (((1.3574293151574583 6.172115104991889, 1.3582263021803962 6.172384054630763, 1.357912085364564 6.173629496562972, 1.3570505902536072 6.173327446130763, 1.3574293151574583 6.172115104991889)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dcf,Maritime,Golfe,Golfe 6,Baguida,Baguid,"{Dimanche,Samedi,Vendredi,Mercredi,Mardi,Lundi,Jeudi}",Ferme PISCICOLE AMEGANDJI,"MULTIPOLYGON (((1.3486812408880293 6.197644900369209, 1.348578078435663 6.197352415761499, 1.3483946785203438 6.197196677138, 1.3483335452152376 6.197010550430106, 1.3480393411844134 6.19703334145909, 1.3477948079639877 6.196881401247271, 1.347519708091009 6.197033341459091, 1.3475961247223918 6.197382803780238, 1.3477374954904497 6.197660094370373, 1.348027878689705 6.197823429855265, 1.3486812408880293 6.197644900369209)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dce,Maritime,Vo,Vo 4,Hahotoé,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Privé,"MULTIPOLYGON (((1.4212216666666668 6.35053, 1.4212266666666666 6.350045, 1.42166 6.3499300000000005, 1.4217233333333332 6.35016, 1.4212216666666668 6.35053)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dcd,Maritime,Vo,Vo 4,Hahotoé,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.41758 6.360830000000001, 1.4176199999999999 6.360758333333333, 1.4176933333333332 6.360803333333333, 1.4176600000000001 6.360866666666667, 1.41758 6.360830000000001)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dcc,Maritime,Vo,Vo 4,Hahotoé,Route nationale n 34,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,"MULTIPOLYGON (((1.3851581745668113 6.331393136607073, 1.3852533413001713 6.331072151183178, 1.3845682672219404 6.330839671171071, 1.3836853378142573 6.330609664350582, 1.382841979472464 6.330378420934284, 1.3827677837239192 6.330281966461176, 1.38222862795116 6.330272073694706, 1.3822014228433601 6.330537941793659, 1.3823040602955141 6.330735797123111, 1.383100427996562 6.330912630323811, 1.3851581745668113 6.331393136607073)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dcb,Maritime,Lacs,Lacs 1,Glidji,Glidji-togo,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Privé,"MULTIPOLYGON (((1.6030248748751397 6.248936902853849, 1.6041138795189385 6.249817066858892, 1.6048411486036742 6.249004924810267, 1.603778580135717 6.248056641747886, 1.6030248748751397 6.248936902853849)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dca,Maritime,Lacs,Lacs 1,Glidji,Abalo kondji,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.612896476212656 6.2703829544878324, 1.6124852065719935 6.269501742717114, 1.6139200806516392 6.268761341985462, 1.614335919954976 6.269715232303397, 1.612896476212656 6.2703829544878324)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dc9,Maritime,Lacs,Lacs 1,Glidji,Ferme ametodjedji,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Collectivité LAWSON-HELOU,"MULTIPOLYGON (((1.6153619150990322 6.245848415624382, 1.6154665238169144 6.245920242233119, 1.615686525656584 6.2456222153444205, 1.6154902495055063 6.245562181130484, 1.6153640719798135 6.245845199507343, 1.6153619150990322 6.245848415624382)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3dc8,Maritime,Lacs,Lacs 1,Glidji,Zebe togome-togo,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi,Samedi,Dimanche}",SIMELAN,"MULTIPOLYGON (((1.6153192858813945 6.2445138818694685, 1.6152061173546872 6.244176390549436, 1.6148020951378448 6.244407342576983, 1.6149022193172369 6.244692615502255, 1.6153192858813945 6.2445138818694685)))"
