FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,geometry
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-144a,Savanes,Oti,Oti 2,Nagbéni,Biaga,Centre D'élevage De Kombate,Non loin du marché de biaga,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},"{WCs,Douches}","POLYGON ((0.435865 10.6321, 0.4359733333333333 10.632161666666665, 0.43585 10.632338333333333, 0.4357483333333334 10.632264999999999, 0.435865 10.6321))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1449,Savanes,Oti,Oti 2,Nagbéni,Kpebonga,Kombateyao,99724242,"{Lundi,Mercredi,Mardi,jeudi,Samedi,Dimanche,Vendredi}",2018,{Construit et Utilise},{Elevage traditionnel},"{WCs,Douches}","POLYGON ((0.3590700601366428 10.650974062297582, 0.3592169994083549 10.650960560764375, 0.3592020665555386 10.650719881158937, 0.3590521407132632 10.650736317820964, 0.3590700601366428 10.650974062297582))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1448,Savanes,Oti-Sud,Oti-Sud 1,Gando,Dje-bouri,Lamboni Kolani,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche,Samedi}",2012,{Construit et Utilise},{Elevage traditionnel},"{Douches,Latrines seches}","POLYGON ((0.7586394249762686 10.361740276385449, 0.7585315807071231 10.36155940380323, 0.7587499840912257 10.361448602031407, 0.7588566226904053 10.36162731638147, 0.758697748862206 10.361773243186743, 0.7586394249762686 10.361740276385449))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1447,Savanes,Oti,Oti 2,Nagbéni,Kpebonga,Centre D'élevage Yatouti,Nsp,"{Samedi,Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.3614016666666667 10.646141666666665, 0.3612883333333333 10.646093333333333, 0.36133 10.645991666666665, 0.3614485916891208 10.646045201357289, 0.3614016666666667 10.646141666666665))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1446,Savanes,Oti,Oti 2,Tchanaga,Massongou,Ranche de Namiélé,Néant,Nsp,1978,{Inacheve},"{elevage d'animaux exotique,Elevage traditionnel}",{WCs},"POLYGON ((0.465533241446918 10.4914815307153, 0.46620610625758 10.4916363769394, 0.466621278162031 10.4902075656571, 0.466134524894744 10.49018645017, 0.465533241446918 10.491467453782, 0.465533241446918 10.4914815307153))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1445,Savanes,Oti,Oti 2,Tchanaga,Gbemba,Ferme De Gbemba,Gbemba tchanaga,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.4964220165495476 10.556753364369788, 0.4966478474268883 10.556754906095097, 0.4966462791569067 10.556611525608517, 0.4964165276046122 10.556613067334535, 0.4964220165495476 10.556753364369788))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1444,Savanes,Oti,Oti 2,Galangashie,Poloti,Kombate Tandjome,70748822,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.3305286171955567 10.526462371929638, 0.3306626942651042 10.526507875847505, 0.3306965713894382 10.52638403011717, 0.3305605857495056 10.52634087174491, 0.3305286171955567 10.526462371929638))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1443,Savanes,Oti,Oti 2,Galangashie,Poloti,Matieba Bayabo,97609305,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.3308468380894248 10.529865781213013, 0.3308987541488635 10.529866554573342, 0.3309019005767082 10.52978071156509, 0.3308578505868816 10.529781098245364, 0.3308468380894248 10.529865781213013))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1442,Savanes,Oti,Oti 2,Galangashie,Poloti,Kolani Gbalikame,92386033,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.3300902533222598 10.528146079113185, 0.3302247612126312 10.527954170156292, 0.3301124448597284 10.527884263615631, 0.3299783898578768 10.528069493650515, 0.3300902533222598 10.528146079113185))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1441,Savanes,Oti,Oti 2,Galangashie,Fomboro,Annee De Mon Annee,97751983,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.3597766441770421 10.521001377348677, 0.3600381973587938 10.520883911023024, 0.3601060074429516 10.521058523112549, 0.3598595231687905 10.521167523336516, 0.3597766441770421 10.521001377348677))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1440,Savanes,Oti,Oti 2,Galangashie,Poloti,Sambieni Bietieni,92616062,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.3345620660705094 10.522997181374496, 0.334591875296379 10.522837968229119, 0.3344299386909789 10.522826086647814, 0.3344081860126416 10.522972626118628, 0.3345620660705094 10.522997181374496))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-143f,Savanes,Oti,Oti 2,Galangashie,Poloti,Sambieni Nanfangue,96245859,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.3338718800289126 10.523692774497988, 0.3338604772693184 10.523810784571085, 0.3337110411041093 10.523791312912131, 0.3337194431374946 10.52368392374068, 0.3338718800289126 10.523692774497988))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-143e,Savanes,Oti,Oti 2,Galangashie,Poloti,Bomboma Lengue,92619889,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche,Samedi}",2020,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.3313255350553452 10.529920315269564, 0.3313496424281827 10.529856092127376, 0.3312858745387416 10.529840036339737, 0.3312718767093521 10.529904259485274, 0.3313255350553452 10.529920315269564))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-143d,Savanes,Oti,Oti 2,Galangashie,Akpossou,Ferme Alabila,Akpossou près de l'antenne togocel,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,{Ferme},{elevage industriel},{autre},"POLYGON ((0.4269671080579088 10.417069589552616, 0.4271636079326699 10.417079156933383, 0.4271616623893556 10.416930862498518, 0.4269612714279654 10.416949997268272, 0.4269671080579088 10.417069589552616))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-143c,Savanes,Oti,Oti 2,Galangashie,Kpantambi,Ferme Konlani,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{En construction},{Elevage traditionnel},{autre},"POLYGON ((0.290085478365524 10.491476186021382, 0.290072190198552 10.49133245981752, 0.2902376882781125 10.491349980164127, 0.2901960117544277 10.491495785044004, 0.2900854783655241 10.491485985532844, 0.290085478365524 10.491476186021382))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-143b,Savanes,Oti,Oti 2,Galangashie,Akpossou,Ferme Dozo,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,{Ferme},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.4231316666666666 10.421698333333332, 0.42311 10.421901666666667, 0.4232783333333333 10.421936666666666, 0.4232966666666666 10.421856666666667, 0.42327 10.421833333333332, 0.42328 10.421718333333335, 0.4231366666666667 10.421690000000002, 0.4231316666666666 10.421698333333332))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-143a,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Doungou,Bâtiment D'élevage,Néant,"{Lundi,Mardi,jeudi,Mercredi,Vendredi,Samedi,Dimanche}",2015,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.5355241596434545 10.243184362268545, 0.5357911726225707 10.243192488782512, 0.5357904844447894 10.243000838439293, 0.5355220951101107 10.243007610538202, 0.5355241596434545 10.243184362268545))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1439,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Tchamonga,Nabate,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},"{WCs,Latrines seches,Douches}","POLYGON ((0.733755 10.564998333333332, 0.733855 10.565055, 0.733985 10.564866666666667, 0.7338866666666667 10.564799999999998, 0.7338716666666667 10.564813333333332, 0.7338833333333333 10.564828333333333, 0.733755 10.564998333333332))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1438,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Topienga,Kolani,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.771875 10.539978333333332, 0.7720783333333333 10.539911666666667, 0.7720783333333333 10.539911666666667, 0.7721333333333333 10.540035, 0.7719366666666667 10.540128333333334, 0.771875 10.539978333333332))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1437,Savanes,Tône,Tône 1,Natigou,Natigou Centre,Ferme D'elevage De Natigou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2014,{Construit et Utilise},{elevage industriel},"{WCs,Douches}","POLYGON ((0.2714211186648133 10.98059757314591, 0.2716914768138511 10.980598019961334, 0.271673726026288 10.980264695466863, 0.2713633148181335 10.980205715758423, 0.2714211186648133 10.98059757314591))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1436,Savanes,Tône,Tône 1,Natigou,Bougou,Ferme Élevage,Néant,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2015,{Inacheve},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.2544552588165444 10.98456946588699, 0.2547500043001999 10.984549487281251, 0.2547303546012895 10.98430285472663, 0.2544419250922836 10.984334544954685, 0.2544552588165444 10.98456946588699))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1435,Savanes,Tône,Tône 1,Natigou,Tidjoate,Tidjoate,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1994,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((0.280794817133633 10.956988790337205, 0.2807251005666184 10.956796047340694, 0.2807117149857517 10.956624659286652, 0.2809850039284483 10.956604946916249, 0.2810296225313376 10.95691651172823, 0.280794817133633 10.956988790337205))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1434,Savanes,Tône,Tône 1,Natigou,Tidonte,Ferme D'élevage De Tidonte,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2004,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.2955216666666667 10.985573333333331, 0.2955816666666667 10.985488333333334, 0.2956579709707329 10.985491833818466, 0.2956482871961574 10.985544688974818, 0.2955758525623324 10.98558423527266, 0.2955216666666667 10.985573333333331))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1433,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Nassika,Bankati,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,{En construction},{Elevage traditionnel},"{WCs,Douches}","POLYGON ((0.7392575445194662 10.382795007573478, 0.7392586059517483 10.38261987124693, 0.7394708924081711 10.38262040196307, 0.7394761995695817 10.382799784018747, 0.7392575445194662 10.382795007573478))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1432,Savanes,Oti-Sud,Oti-Sud 1,Gando,Dje-bouri,Tidjo-inibo,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2004,{Construit et Utilise},{autre},"{WCs,Douches,Latrines seches}","POLYGON ((0.7537593109157275 10.353307893092445, 0.7537308926885676 10.353222203307592, 0.7536833230474521 10.353190601395212, 0.7536728206591539 10.353148668083488, 0.7536406957067123 10.353157176292118, 0.753617219779928 10.35305993960831, 0.7538618636485219 10.353043530914944, 0.7538766905496489 10.35312557437319, 0.7538964597511514 10.353186347291386, 0.7538507434726769 10.353253197487799, 0.7538587747107874 10.353283583936005, 0.7537593109157275 10.353307893092445))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1431,Savanes,Oti-Sud,Oti-Sud 1,Gando,Takpapieni,Anoure,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,{Construit et Utilise},{autre},{autre},"POLYGON ((0.8398283333333333 10.226930000000001, 0.8400516666666668 10.226936666666667, 0.84005 10.226936666666667, 0.8400633333333333 10.226798333333333, 0.840065 10.226798333333333, 0.8398433333333333 10.226778333333334, 0.8398283333333333 10.226930000000001))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1430,Savanes,Oti-Sud,Oti-Sud 1,Gando,Yaclé,Natchaba,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1998,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.8193689407001185 10.2833197790328, 0.8193573612777779 10.283021608907525, 0.8173917543354392 10.283062136885718, 0.8174235977468757 10.283751112514988, 0.8193689407001185 10.2833197790328))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-142f,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Nsp,Nsp,Nsp,Nsp,Nsp,{autre},{autre},{autre},"POLYGON ((0.2842102203696398 10.610913597536634, 0.2842102203696398 10.610913597536634, 0.2842102203696398 10.610913597536634, 0.2842102203696398 10.610913597536634))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-142e,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Kpinkpargou,Boukari,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche,Samedi}",2015,{Construit et Utilise},{elevage industriel},{Latrines seches},"POLYGON ((0.05409 10.668148333333333, 0.0541801355549136 10.667910900877759, 0.0541801355549136 10.667910900877759, 0.054025960487809 10.667861186523075, 0.0539344190417156 10.668079771799675, 0.05409 10.668148333333333))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-142d,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Nalbagou,Nalbagou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.0270929007556211 10.659660479849018, 0.0270315959339234 10.659420082146273, 0.0272155196908214 10.659368845927844, 0.0272872065094549 10.659610083047648, 0.0270929007556211 10.659660479849018))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-142c,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nakpeli,Yendounsom,93260305/99867115,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.125145 10.697403736767575, 0.1249147040431628 10.697375903852372, 0.1248974626346295 10.697608248109631, 0.1251179063580191 10.69762882024883, 0.125145 10.697403736767575))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-142b,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nano Centre,Likpate,91858810,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.1105230332278696 10.698896174126153, 0.1105236388010025 10.698718850343798, 0.110377090102856 10.698714089972373, 0.1103728510909262 10.698887843480982, 0.1105230332278696 10.698896174126153))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-142a,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nano Centre,So-so,91736787,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,{Construit et Utilise},{Elevage traditionnel},"{Douches,WCs}","POLYGON ((0.1100474810910578 10.701341431238502, 0.1100397684237199 10.701251826228155, 0.1099667249271677 10.70126297113138, 0.1099712617903076 10.701285706732696, 0.1098374243276808 10.701303538575667, 0.1098464980539606 10.701346334994524, 0.1100474810910578 10.701341431238502))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1429,Savanes,Tandjoaré,Tandjoaré 1,Loko,Nabame,Ets Lamboni,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.2340504427113791 10.608042502847404, 0.2342573406914934 10.608118247043336, 0.2342573406914934 10.608118247043336, 0.2343178778202543 10.60794993991047, 0.2340866836427962 10.60788590383897, 0.2340504427113791 10.608042502847404))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1428,Savanes,Tandjoaré,Tandjoaré 1,Loko,Lokofiogue,Lokofiogue,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,{Ferme},{elevage industriel},{Latrines seches},"POLYGON ((0.2466887788438539 10.600735810114374, 0.2467677360113277 10.600556522051601, 0.2464624016485016 10.600463193977369, 0.2463964374326374 10.600628728489509, 0.2466887788438539 10.600735810114374))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1427,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Konkwal,Kounkoare,Bombouaka 92561638,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.2016116666666667 10.746126666666665, 0.2015766666666666 10.746198333333332, 0.2017083333333333 10.746195, 0.201805 10.746070000000001, 0.2018383333333333 10.745958333333332, 0.2016233333333334 10.745871666666668, 0.201585 10.746028333333333, 0.2016116666666667 10.746126666666665))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1426,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Konkwal,Konkwal,Bonbouaka (93016547),"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",Nsp,{autre},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.2026657523918502 10.746173246903092, 0.2027137926314334 10.746040676720842, 0.2026049956182596 10.745935869886337, 0.2024615813736214 10.746078157301827, 0.2024673547948508 10.746086354514333, 0.2024673547948508 10.746086354514333, 0.2026657523918502 10.746173246903092))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1425,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Talonkounkogou,Ferme Sambiani,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((0.1815783333333333 10.748389999999999, 0.1815016666666667 10.748521666666667, 0.1816533333333333 10.748598333333332, 0.181725 10.748433333333333, 0.1815816730766401 10.74838415729953, 0.1815783333333333 10.748389999999999))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1424,Savanes,Tandjoaré,Tandjoaré 1,Nandoga,Tamparougue,Ferme De Kombate,Ladjiebekombate@gmail.com,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Vendredi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.2178005472221107 10.617885883310045, 0.2180504206937575 10.617958940073796, 0.2181049816733259 10.617770080531729, 0.2178677600230284 10.617700132523572, 0.2178005472221107 10.617885883310045))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1423,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Nabine,Djare,93817023,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},{Latrines seches},"POLYGON ((0.0731783333333333 10.658053333333331, 0.0731583333333333 10.658238333333335, 0.072975 10.658243333333333, 0.0730216666666667 10.658018333333333, 0.0731783333333333 10.658053333333331))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1422,Savanes,Tône,Tône 1,Poissongui,Poissingui Centre,Poissingui Centre,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.2239568357183529 11.038653356374544, 0.2239185471174322 11.03863601166901, 0.2238935122629842 11.038575305191562, 0.2239141292019414 11.038514598701568, 0.2239516814836136 11.038510985219627, 0.2239730347418193 11.038534834199629, 0.2239693531455769 11.038606381128018, 0.2239568357183529 11.038653356374544))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1421,Savanes,Tandjoaré,Tandjoaré 1,Nandoga,Moumouane,Ets Sagam Moumouane,Saganilare@gmail.com,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2011,{Construit et Utilise},{elevage industriel},"{WCs,Douches}","POLYGON ((0.2341983333333333 10.648249999999999, 0.2344133333333333 10.648333333333335, 0.2341766666666666 10.648758333333335, 0.2337916666666667 10.648568333333333, 0.2338216666666666 10.648383333333333, 0.2339033333333333 10.648140000000001, 0.2341998754659026 10.648250224777989, 0.2341983333333333 10.648249999999999))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1420,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,Tomanga,Ferme De Douti,Tomanga,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.0261066666666667 10.72272, 0.0259266666666667 10.722676666666667, 0.0258916666666667 10.722856666666667, 0.026015 10.722915, 0.0260466666666667 10.722808333333335, 0.0261233333333333 10.722816666666665, 0.02613 10.72272, 0.0261066666666667 10.72272))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-141f,Savanes,Tandjoaré,Tandjoaré 2,Mamproug,Kpakbong,Ferme Agro-pastorale De Lingatibe,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2015,{Inacheve},{Elevage traditionnel},"{Douches,Latrines seches}","POLYGON ((-0.0271316666666667 10.666324999999999, -0.0273413133631781 10.666310334784042, -0.0273604531477008 10.666586494532154, -0.0271499155179506 10.666590595914554, -0.0271316666666667 10.666324999999999))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-141e,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Kpanaogue,Kombate,91017014,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2008,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.08734 10.662103333333334, 0.0873033333333333 10.662108333333332, 0.0873533333333333 10.661998333333335, 0.0873933333333333 10.662016666666666, 0.0874066666666667 10.662100000000002, 0.08734 10.662103333333334))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-141d,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Kpanog,Lamboni,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2016,{Construit et Utilise},{autre},{Latrines seches},"POLYGON ((0.0913946438664769 10.664586311998201, 0.0917543570565236 10.664051750559034, 0.0916183679237011 10.663245595644899, 0.0917104895943228 10.662861916887517, 0.0934783483210161 10.66306453381967, 0.0938292880186227 10.665401085288295, 0.0935880169765182 10.665883912875, 0.0927457617022624 10.665138116369647, 0.0913507764042761 10.66458200102261, 0.0913946438664769 10.664586311998201))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-141c,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Magna,Kolani,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.0927283333333333 10.644256666666669, 0.0925966666666667 10.644380000000002, 0.0925966666666667 10.644380000000002, 0.0928083333333333 10.644505, 0.092835 10.644251666666666, 0.0927283333333333 10.644256666666669))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-141b,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Kpanaogue,Namore,Kpanaogue 91834440,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2019,{Construit et Utilise},{Elevage traditionnel},{Latrines seches},"POLYGON ((0.0912646112081576 10.663098115419729, 0.0912544346033892 10.663268130279848, 0.0911201034204448 10.663271130541233, 0.091125191722829 10.663095115156638, 0.0912646112081576 10.663098115419729))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-141a,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Kontindagou,Élevage Wenebangue,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.0823061845466174 10.657790192279057, 0.0823699975829822 10.65777479418955, 0.0824272583879346 10.657890699789604, 0.082354044323891 10.657962650828305, 0.0822455051861454 10.657987567721017, 0.0821740003998616 10.657924015642323, 0.0822221450567618 10.65782686772547, 0.0823061845466174 10.657790192279057))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1419,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Malagou,Élevage Yane,92616031,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.0768889060628258 10.663151850453405, 0.0771554460257609 10.663084346767427, 0.0770920400433886 10.662849526136304, 0.0768299137534118 10.662909377224889, 0.0768889060628258 10.663151850453405))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1418,Savanes,Tandjoaré,Tandjoaré 2,Sangou,Gbadakounkog,Élevage Yendoubalgue,96012212/93426677,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.0537716666666667 10.600441666666665, 0.053935 10.600405, 0.053935 10.600405, 0.0538933333333333 10.60023, 0.0537383333333333 10.600258333333333, 0.0537716666666667 10.600441666666665))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1417,Savanes,Tône,Tône 1,Pana,Panabagou,Ferme Panabagou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.26378 10.782166666666667, 0.2637598126081227 10.782306225116795, 0.2639772858751646 10.782359408207927, 0.2640048141368154 10.782205267358615, 0.26378 10.782166666666667))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1416,Savanes,Tône,Tône 1,Pana,Ganlore,Pas D'établissement,Nsp,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Samedi,Dimanche}",2000,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.31954 10.731065000000001, 0.31954 10.731065000000001, 0.3195372106806802 10.731118288162586, 0.3195774619459724 10.731124103948355, 0.3195810135282039 10.731065364506907, 0.31954 10.731065000000001))"
